Unnamed:_0,Rank,NOC,Gold,Silver,Bronze,Total,Year,Host,Number_of_people,Basketball,Judo,Football,Tug-Of-War,Athletics,Swimming,Badminton,Sailing,Gymnastics,Art_Competitions,Handball,Weightlifting,Wrestling,Water_Polo,Hockey,Rowing,Fencing,Equestrianism,Shooting,Boxing,Taekwondo,Cycling,Diving,Canoeing,Tennis,Modern_Pentathlon,Golf,Softball,Archery,Volleyball,Synchronized_Swimming,Table_Tennis,Baseball,Rhythmic_Gymnastics,Rugby_Sevens,Trampolining,Beach_Volleyball,Triathlon,Rugby,Lacrosse,Polo,Cricket,Ice_Hockey,Racquets,Motorboating,Croquet,Figure_Skating,Jeu_De_Paume,Roque,Basque_Pelota,Alpinism,Aeronautics,Cycling_Road,Artistic_Gymnastics,Karate,Baseball/Softball,Trampoline_Gymnastics,Marathon_Swimming,Canoe_Slalom,Surfing,Canoe_Sprint,Cycling_BMX_Racing,Equestrian,Artistic_Swimming,Cycling_Track,Skateboarding,Cycling_Mountain_Bike,3x3_Basketball,Cycling_BMX_Freestyle,Sport_Climbing,"Marathon_Swimming,_Swimming",Breaking,"Cycling_Road,_Cycling_Track","Cycling_Road,_Cycling_Mountain_Bike","Cycling_Road,_Triathlon","3x3_Basketball,_Basketball"
72,9,Canada,3,2,3,8,1912,0,28,0,0,1,0,30,9,0,4,4,5,0,0,5,1,0,4,5,5,18,0,0,2,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,9,Hungary,3,2,3,8,1912,0,112,0,0,1,0,30,9,0,4,4,5,0,0,5,1,0,4,5,5,18,0,0,2,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,11,Italy,3,1,2,6,1912,0,66,0,0,1,0,30,9,0,4,4,5,0,0,5,1,0,4,5,5,18,0,0,2,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,12,Australasia,2,2,3,7,1912,0,16,0,0,1,0,30,9,0,4,4,5,0,0,5,1,0,4,5,5,18,0,0,2,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,13,Belgium,2,1,3,6,1912,0,31,0,0,1,0,30,9,0,4,4,5,0,0,5,1,0,4,5,5,18,0,0,2,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,14,Denmark,1,6,5,12,1912,0,131,0,0,1,0,30,9,0,4,4,5,0,0,5,1,0,4,5,5,18,0,0,2,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,15,Greece,1,0,1,2,1912,0,22,0,0,1,0,30,9,0,4,4,5,0,0,5,1,0,4,5,5,18,0,0,2,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,16,Russian_Empire,0,2,3,5,1912,0,22,0,0,1,0,30,9,0,4,4,5,0,0,5,1,0,4,5,5,18,0,0,2,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,17,Austria,0,2,2,4,1912,0,80,0,0,1,0,30,9,0,4,4,5,0,0,5,1,0,4,5,5,18,0,0,2,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,18,Netherlands,0,0,3,3,1912,0,33,0,0,1,0,30,9,0,4,4,5,0,0,5,1,0,4,5,5,18,0,0,2,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,United_States,41,27,27,95,1920,0,285,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2,Sweden,19,20,25,64,1920,0,245,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3,Finland,15,10,9,34,1920,0,63,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,4,Great_Britain,14,15,13,42,1920,0,225,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,5,Belgium,14,11,11,36,1920,1,318,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,6,Norway,13,9,9,31,1920,0,134,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,7,Italy,13,5,5,23,1920,0,173,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,8,France,9,19,13,41,1920,0,298,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,9,Netherlands,4,2,5,11,1920,0,122,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,10,Denmark,3,9,1,13,1920,0,151,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,11,South_Africa,3,4,3,10,1920,0,38,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,12,Canada,3,3,3,9,1920,0,52,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,13,Switzerland,2,2,7,11,1920,0,77,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,14,Estonia,1,2,0,3,1920,0,14,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,15,Brazil,1,1,1,3,1920,0,19,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,16,Australia,0,2,1,3,1920,0,13,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,17,Japan,0,2,0,2,1920,0,15,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,17,Spain,0,2,0,2,1920,0,58,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,19,Greece,0,1,0,1,1920,0,47,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,19,Luxembourg,0,1,0,1,1920,0,25,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,21,Czechoslovakia,0,0,2,2,1920,0,118,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,22,New_Zealand,0,0,1,1,1920,0,4,0,0,1,0,29,10,0,10,4,5,0,5,10,1,1,5,6,7,22,8,0,6,5,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,1,United_States,45,27,27,99,1924,0,296,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2,Finland,14,13,10,37,1924,0,121,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,3,France,13,15,10,38,1924,1,391,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,4,Great_Britain,9,13,12,34,1924,0,261,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,5,Italy,8,3,5,16,1924,0,196,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,6,Switzerland,7,8,10,25,1924,0,141,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,7,Norway,5,2,3,10,1924,0,54,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,8,Sweden,4,13,12,29,1924,0,154,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,9,Netherlands,4,1,5,10,1924,0,174,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,10,Belgium,3,7,3,13,1924,0,165,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,11,Australia,3,1,2,6,1924,0,36,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,12,Denmark,2,5,2,9,1924,0,86,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,13,Hungary,2,3,4,9,1924,0,89,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,14,Yugoslavia,2,0,0,2,1924,0,42,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,15,Czechoslovakia,1,4,5,10,1924,0,132,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,16,Argentina,1,3,2,6,1924,0,72,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,17,Estonia,1,1,4,6,1924,0,37,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,18,South_Africa,1,1,1,3,1924,0,30,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,19,Uruguay,1,0,0,1,1924,0,26,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,20,Austria,0,3,1,4,1924,0,49,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,20,Canada,0,3,1,4,1924,0,65,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,22,Poland,0,1,1,2,1924,0,65,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,23,Haiti,0,0,1,1,1924,0,8,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,23,Japan,0,0,1,1,1924,0,19,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,23,New_Zealand,0,0,1,1,1924,0,4,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,23,Portugal,0,0,1,1,1924,0,28,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,23,Romania,0,0,1,1,1924,0,35,0,0,1,0,27,11,0,3,9,5,0,5,13,1,0,7,7,5,10,8,0,6,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1,United_States,22,18,16,56,1928,0,268,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,2,Germany,10,7,14,31,1928,0,288,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,3,Finland,8,8,9,25,1928,0,69,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,4,Sweden,7,6,12,25,1928,0,90,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,5,Italy,7,5,7,19,1928,0,163,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,6,Switzerland,7,4,4,15,1928,0,133,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,7,France,6,10,5,21,1928,0,244,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,8,Netherlands,6,9,4,19,1928,1,255,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,9,Hungary,4,5,0,9,1928,0,104,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,10,Canada,4,4,7,15,1928,0,69,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,11,Great_Britain,3,10,7,20,1928,0,225,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,12,Argentina,3,3,1,7,1928,0,76,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,13,Denmark,3,1,2,6,1928,0,87,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,14,Czechoslovakia,2,5,2,9,1928,0,69,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,15,Japan,2,2,1,5,1928,0,40,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,16,Estonia,2,1,2,5,1928,0,15,0,0,1,0,27,11,0,3,8,13,0,5,13,1,1,7,7,6,0,8,0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
