Year,sport,event,host,country,gold,silver,bronze,medal,Total
1900,Sailing,Sailing_Mixed_0_0.5_Ton,0,FRA,0,0,1,Bronze,1
1900,Sailing,Sailing_Mixed_0.5_1_Ton,0,FRA,0,0,1,Bronze,1
1900,Sailing,Sailing_Mixed_20+_Ton,0,USA,0,0,1,Bronze,1
1900,Sailing,Sailing_Mixed_3_10_Ton,0,USA,0,0,1,Bronze,1
1900,Sailing,Sailing_Mixed_3_10_Ton,0,FRA,0,0,1,Bronze,1
1900,Sailing,Sailing_Mixed_2_3_Ton,0,FRA,0,0,1,Bronze,1
1900,Sailing,Sailing_Mixed_10_20_Ton,0,GBR,0,0,1,Bronze,1
1900,Sailing,Sailing_Mixed_1_2_Ton,0,FRA,0,0,1,Bronze,1
1900,Sailing,Sailing_Mixed_Open,0,FRA,0,0,1,Bronze,1
1900,Sailing,Sailing_Mixed_1_2_Ton,0,GER,1,0,0,Gold,1
1900,Sailing,Sailing_Mixed_0_0.5_Ton,0,FRA,1,0,0,Gold,1
1900,Sailing,Sailing_Mixed_3_10_Ton,0,GBR,1,0,0,Gold,1
1900,Sailing,Sailing_Mixed_0.5_1_Ton,0,FRA,1,0,0,Gold,1
1900,Sailing,Sailing_Mixed_20+_Ton,0,GBR,1,1,0,Gold,2
1900,Sailing,Sailing_Mixed_10_20_Ton,0,FRA,1,0,0,Gold,1
1900,Sailing,Sailing_Mixed_3_10_Ton,0,FRA,1,0,0,Gold,1
1900,Sailing,Sailing_Mixed_1_2_Ton,0,SUI,1,0,0,Gold,1
1900,Sailing,Sailing_Mixed_2_3_Ton,0,FRA,1,0,0,Gold,1
1900,Sailing,Sailing_Mixed_2_3_Ton,0,GBR,1,0,0,Gold,1
1900,Sailing,Sailing_Mixed_Open,0,GBR,1,0,0,Gold,1
1900,Sailing,Sailing_Mixed_0.5_1_Ton,0,GBR,1,0,0,Gold,1
1900,Sailing,Sailing_Mixed_Open,0,GER,0,1,0,Silver,1
1900,Sailing,Sailing_Mixed_20+_Ton,0,GBR,1,1,0,Silver,2
1900,Sailing,Sailing_Mixed_0.5_1_Ton,0,FRA,0,1,0,Silver,1
1900,Sailing,Sailing_Mixed_2_3_Ton,0,FRA,0,1,0,Silver,1
1900,Sailing,Sailing_Mixed_3_10_Ton,0,FRA,0,1,0,Silver,1
1900,Sailing,Sailing_Mixed_1_2_Ton,0,SUI,0,1,0,Silver,1
1900,Sailing,Sailing_Mixed_1_2_Ton,0,FRA,0,1,0,Silver,1
1900,Sailing,Sailing_Mixed_3_10_Ton,0,NED,0,1,0,Silver,1
1900,Sailing,Sailing_Mixed_0_0.5_Ton,0,FRA,0,1,0,Silver,1
1900,Sailing,Sailing_Mixed_10_20_Ton,0,FRA,0,1,0,Silver,1
1900,Shooting,"Shooting_Men's_Free_Rifle,_Standing,_300_metres",0,BEL,0,0,1,Bronze,1
1900,Shooting,"Shooting_Men's_Free_Rifle,_Three_Positions,_300_metres",0,BEL,0,0,1,Bronze,1
1900,Shooting,"Shooting_Men's_Free_Rifle,_Three_Positions,_300_metres,_Team",1,FRA,0,0,1,Bronze,1
1900,Shooting,Shooting_Men's_Trap,1,FRA,1,0,1,Bronze,2
1900,Shooting,"Shooting_Men's_Free_Pistol,_50_metres,_Team",0,NED,0,0,1,Bronze,1
1900,Shooting,"Shooting_Men's_Free_Rifle,_Three_Positions,_300_metres",0,NOR,0,0,1,Bronze,1
1900,Shooting,"Shooting_Men's_Free_Rifle,_Prone,_300_metres",0,NOR,0,0,1,Bronze,1
1900,Shooting,"Shooting_Men's_Free_Pistol,_50_metres",0,SUI,1,0,1,Bronze,2
1900,Shooting,"Shooting_Men's_Free_Rifle,_Standing,_300_metres",0,DEN,1,0,0,Gold,1
1900,Shooting,Shooting_Men's_Trap,1,FRA,1,0,1,Gold,2
1900,Shooting,"Shooting_Men's_Free_Rifle,_Prone,_300_metres",1,FRA,1,0,0,Gold,1
1900,Shooting,"Shooting_Men's_Free_Rifle,_Three_Positions,_300_metres,_Team",0,SUI,1,0,0,Gold,1
1900,Shooting,"Shooting_Men's_Free_Rifle,_Three_Positions,_300_metres",0,SUI,1,0,0,Gold,1
1900,Shooting,"Shooting_Men's_Free_Pistol,_50_metres,_Team",0,SUI,1,0,0,Gold,1
1900,Shooting,"Shooting_Men's_Free_Pistol,_50_metres",0,SUI,1,0,1,Gold,2
1900,Shooting,"Shooting_Men's_Free_Rifle,_Kneeling,_300_metres",0,SUI,1,1,0,Gold,2
1900,Shooting,Shooting_Men's_Trap,0,BEL,0,1,0,Silver,1
1900,Shooting,"Shooting_Men's_Free_Rifle,_Three_Positions,_300_metres",0,DEN,0,1,0,Silver,1
1900,Shooting,"Shooting_Men's_Free_Rifle,_Kneeling,_300_metres",0,DEN,0,1,0,Silver,1
1900,Shooting,"Shooting_Men's_Free_Rifle,_Prone,_300_metres",0,DEN,0,1,0,Silver,1
1900,Shooting,"Shooting_Men's_Free_Pistol,_50_metres,_Team",1,FRA,0,1,0,Silver,1
1900,Shooting,"Shooting_Men's_Free_Pistol,_50_metres",1,FRA,0,1,0,Silver,1
1900,Shooting,"Shooting_Men's_Free_Rifle,_Three_Positions,_300_metres,_Team",0,NOR,0,1,0,Silver,1
1900,Shooting,"Shooting_Men's_Free_Rifle,_Standing,_300_metres",0,NOR,0,1,0,Silver,1
1900,Shooting,"Shooting_Men's_Free_Rifle,_Kneeling,_300_metres",0,SUI,1,1,0,Silver,2
1900,Swimming,Swimming_Men's_200_metres_Freestyle,0,AUT,0,0,1,Bronze,1
1900,Swimming,Swimming_Men's_Underwater_Swimming,0,DEN,0,0,1,Bronze,1
1900,Swimming,"Swimming_Men's_4,000_metres_Freestyle",1,FRA,0,0,1,Bronze,1
1900,Swimming,Swimming_Men's_200_metres_Obstacle_Course,0,GBR,0,0,1,Bronze,1
1900,Swimming,"Swimming_Men's_1,000_metres_Freestyle",0,HUN,0,0,1,Bronze,1
1900,Swimming,Swimming_Men's_200_metres_Backstroke,0,NED,0,0,1,Bronze,1
1900,Swimming,Swimming_Men's_200_metres_Team_Swimming,0,FRA,0,0,1,Bronze,1
1900,Swimming,Swimming_Men's_200_metres_Freestyle,0,AUS,1,0,0,Gold,1
1900,Swimming,Swimming_Men's_200_metres_Obstacle_Course,0,AUS,1,0,0,Gold,1
1900,Swimming,Swimming_Men's_200_metres_Team_Swimming,0,GER,1,0,0,Gold,1
1900,Swimming,Swimming_Men's_Underwater_Swimming,1,FRA,1,1,0,Gold,2
1900,Swimming,Swimming_Men's_200_metres_Backstroke,0,GER,1,0,0,Gold,1
1900,Swimming,"Swimming_Men's_1,000_metres_Freestyle",0,GBR,1,0,0,Gold,1
1900,Swimming,"Swimming_Men's_4,000_metres_Freestyle",0,GBR,1,0,0,Gold,1
1900,Swimming,Swimming_Men's_200_metres_Backstroke,0,AUT,0,1,0,Silver,1
1900,Swimming,"Swimming_Men's_1,000_metres_Freestyle",0,AUT,0,1,0,Silver,1
1900,Swimming,Swimming_Men's_200_metres_Obstacle_Course,0,AUT,0,1,0,Silver,1
1900,Swimming,Swimming_Men's_Underwater_Swimming,1,FRA,1,1,0,Silver,2
1900,Swimming,Swimming_Men's_200_metres_Freestyle,0,HUN,0,1,0,Silver,1
1900,Swimming,"Swimming_Men's_4,000_metres_Freestyle",0,HUN,0,1,0,Silver,1
1900,Swimming,Swimming_Men's_200_metres_Team_Swimming,0,FRA,0,1,0,Silver,1
1900,Tennis,Tennis_Women's_Singles,0,BOH,0,0,1,Bronze,1
1900,Tennis,Tennis_Mixed_Doubles,0,BOH,0,0,1,Bronze,1
1900,Tennis,Tennis_Mixed_Doubles,0,GBR,0,0,1,Bronze,1
1900,Tennis,Tennis_Men's_Doubles,1,FRA,0,0,1,Bronze,1
1900,Tennis,Tennis_Men's_Singles,0,GBR,0,0,1,Bronze,1
1900,Tennis,Tennis_Men's_Doubles,0,GBR,0,0,1,Bronze,1
1900,Tennis,Tennis_Women's_Singles,0,USA,0,0,1,Bronze,1
1900,Tennis,Tennis_Mixed_Doubles,0,USA,0,0,1,Bronze,1
1900,Tennis,Tennis_Women's_Singles,0,GBR,1,0,0,Gold,1
1900,Tennis,Tennis_Mixed_Doubles,0,GBR,1,0,0,Gold,1
1900,Tennis,Tennis_Men's_Singles,0,GBR,1,0,0,Gold,1
1900,Tennis,Tennis_Men's_Doubles,0,GBR,1,0,0,Gold,1
1900,Tennis,Tennis_Women's_Singles,1,FRA,0,1,0,Silver,1
1900,Tennis,Tennis_Mixed_Doubles,1,GBR,0,1,0,Silver,1
1900,Tennis,Tennis_Mixed_Doubles,1,FRA,0,1,0,Silver,1
1900,Tennis,Tennis_Men's_Singles,0,GBR,0,1,0,Silver,1
1900,Tennis,Tennis_Men's_Doubles,1,USA,0,1,0,Silver,1
1900,Tennis,Tennis_Men's_Doubles,1,FRA,0,1,0,Silver,1
1900,Tug_Of_War,Tug_Of_War_Men's_Tug_Of_War,0,DEN,1,0,0,Gold,1
1900,Tug_Of_War,Tug_Of_War_Men's_Tug_Of_War,0,SWE,1,0,0,Gold,1
1900,Tug_Of_War,Tug_Of_War_Men's_Tug_Of_War,1,FRA,0,1,0,Silver,1
1900,Tug_Of_War,Tug_Of_War_Men's_Tug_Of_War,1,COL,0,1,0,Silver,1
1900,Water_Polo,Water_Polo_Men's_Water_Polo,0,GBR,0,0,1,Bronze,1
1900,Water_Polo,Water_Polo_Men's_Water_Polo,0,FRA,0,0,1,Bronze,1
1900,Water_Polo,Water_Polo_Men's_Water_Polo,0,GBR,1,0,0,Gold,1
1900,Water_Polo,Water_Polo_Men's_Water_Polo,0,NZL,1,0,0,Gold,1
1900,Water_Polo,Water_Polo_Men's_Water_Polo,0,BEL,0,1,0,Silver,1
1904,Archery,Archery_Men's_Team_Round,0,USA,0,0,1,Bronze,1
1904,Archery,Archery_Women's_Double_Columbia_Round,1,USA,1,1,1,Bronze,3
1904,Archery,Archery_Women's_Double_National_Round,1,USA,1,1,1,Bronze,3
1904,Archery,Archery_Men's_Double_American_Round,1,USA,1,1,1,Bronze,3
1904,Archery,Archery_Men's_Double_York_Round,1,USA,1,1,1,Bronze,3
1904,Archery,Archery_Women's_Team_Round,0,USA,1,0,0,Gold,1
1904,Archery,Archery_Men's_Team_Round,0,USA,1,0,0,Gold,1
1904,Archery,Archery_Men's_Double_American_Round,1,USA,1,1,1,Gold,3
1904,Archery,Archery_Men's_Double_York_Round,1,USA,1,1,1,Gold,3
1904,Archery,Archery_Women's_Double_Columbia_Round,1,USA,1,1,1,Gold,3
1904,Archery,Archery_Women's_Double_National_Round,1,USA,1,1,1,Gold,3
1904,Archery,Archery_Men's_Team_Round,0,USA,0,1,0,Silver,1
1904,Archery,Archery_Women's_Double_Columbia_Round,1,USA,1,1,1,Silver,3
1904,Archery,Archery_Women's_Double_National_Round,1,USA,1,1,1,Silver,3
1904,Archery,Archery_Men's_Double_American_Round,1,USA,1,1,1,Silver,3
1904,Archery,Archery_Men's_Double_York_Round,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_High_Jump,0,GER,0,0,1,Bronze,1
1904,Athletics,Athletics_Men's_Discus_Throw,0,GRE,0,0,1,Bronze,1
1904,Athletics,Athletics_Men's_110_metres_Hurdles,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_Standing_Long_Jump,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_800_metres,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_Shot_Put,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_400_metres,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_All_Around_Championship,1,USA,0,1,1,Bronze,2
1904,Athletics,"Athletics_Men's_1,500_metres",1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_100_metres,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_200_metres,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_56_pound_Weight_Throw,1,USA,0,1,1,Bronze,2
1904,Athletics,Athletics_Men's_60_metres,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_Marathon,1,USA,1,0,1,Bronze,2
1904,Athletics,"Athletics_Men's_2,590_metres_Steeplechase",1,USA,1,0,1,Bronze,2
1904,Athletics,Athletics_Men's_200_metres_Hurdles,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_400_metres_Hurdles,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_Standing_High_Jump,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_Hammer_Throw,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_Standing_Triple_Jump,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_Long_Jump,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_Triple_Jump,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_Pole_Vault,1,USA,1,1,1,Bronze,3
1904,Athletics,Athletics_Men's_56_pound_Weight_Throw,0,CAN,1,0,0,Gold,1
1904,Athletics,Athletics_Men's_All_Around_Championship,0,GBR,1,0,0,Gold,1
1904,Athletics,"Athletics_Men's_4_mile,_Team",0,USA,1,0,0,Gold,1
1904,Athletics,Athletics_Men's_Pole_Vault,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_Standing_High_Jump,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_Standing_Long_Jump,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_Standing_Triple_Jump,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_Hammer_Throw,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_60_metres,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_100_metres,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_200_metres,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_Marathon,1,USA,1,0,1,Gold,2
1904,Athletics,Athletics_Men's_400_metres,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_200_metres_Hurdles,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_400_metres_Hurdles,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_High_Jump,1,USA,1,1,0,Gold,2
1904,Athletics,Athletics_Men's_800_metres,1,USA,1,1,1,Gold,3
1904,Athletics,"Athletics_Men's_1,500_metres",1,USA,1,1,1,Gold,3
1904,Athletics,"Athletics_Men's_2,590_metres_Steeplechase",1,USA,1,0,1,Gold,2
1904,Athletics,Athletics_Men's_Long_Jump,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_Triple_Jump,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_Shot_Put,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_110_metres_Hurdles,1,USA,1,1,1,Gold,3
1904,Athletics,Athletics_Men's_Discus_Throw,1,USA,1,1,0,Gold,2
1904,Athletics,"Athletics_Men's_4_mile,_Team",0,FRA,0,1,0,Silver,1
1904,Athletics,"Athletics_Men's_4_mile,_Team",0,USA,0,1,0,Silver,1
1904,Athletics,Athletics_Men's_Marathon,0,FRA,0,1,0,Silver,1
1904,Athletics,"Athletics_Men's_2,590_metres_Steeplechase",0,GBR,0,1,0,Silver,1
1904,Athletics,Athletics_Men's_100_metres,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_200_metres,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_200_metres_Hurdles,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_Shot_Put,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_Hammer_Throw,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_Triple_Jump,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_56_pound_Weight_Throw,1,USA,0,1,1,Silver,2
1904,Athletics,Athletics_Men's_Long_Jump,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_All_Around_Championship,1,USA,0,1,1,Silver,2
1904,Athletics,Athletics_Men's_60_metres,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_Standing_Long_Jump,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_Standing_Triple_Jump,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_Discus_Throw,1,USA,1,1,0,Silver,2
1904,Athletics,Athletics_Men's_Pole_Vault,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_High_Jump,1,USA,1,1,0,Silver,2
1904,Athletics,Athletics_Men's_110_metres_Hurdles,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_Standing_High_Jump,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_800_metres,1,USA,1,1,1,Silver,3
1904,Athletics,"Athletics_Men's_1,500_metres",1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_400_metres,1,USA,1,1,1,Silver,3
1904,Athletics,Athletics_Men's_400_metres_Hurdles,1,USA,1,1,1,Silver,3
1904,Boxing,Boxing_Men's_Featherweight,1,USA,1,1,1,Bronze,3
1904,Boxing,Boxing_Men's_Welterweight,1,USA,1,1,1,Bronze,3
1904,Boxing,Boxing_Men's_Heavyweight,1,USA,1,1,1,Bronze,3
1904,Boxing,Boxing_Men's_Lightweight,1,USA,1,1,1,Bronze,3
1904,Boxing,Boxing_Men's_Heavyweight,1,USA,1,1,1,Gold,3
1904,Boxing,Boxing_Men's_Flyweight,1,USA,1,1,0,Gold,2
1904,Boxing,Boxing_Men's_Bantamweight,1,USA,1,1,0,Gold,2
1904,Boxing,Boxing_Men's_Featherweight,1,USA,1,1,1,Gold,3
1904,Boxing,Boxing_Men's_Middleweight,1,USA,1,1,0,Gold,2
1904,Boxing,Boxing_Men's_Lightweight,1,USA,1,1,1,Gold,3
1904,Boxing,Boxing_Men's_Welterweight,1,USA,1,1,1,Gold,3
1904,Boxing,Boxing_Men's_Flyweight,1,USA,1,1,0,Silver,2
1904,Boxing,Boxing_Men's_Bantamweight,1,USA,1,1,0,Silver,2
1904,Boxing,Boxing_Men's_Featherweight,1,USA,1,1,1,Silver,3
1904,Boxing,Boxing_Men's_Heavyweight,1,USA,1,1,1,Silver,3
1904,Boxing,Boxing_Men's_Welterweight,1,USA,1,1,1,Silver,3
1904,Boxing,Boxing_Men's_Middleweight,1,USA,1,1,0,Silver,2
1904,Boxing,Boxing_Men's_Lightweight,1,USA,1,1,1,Silver,3
1904,Cycling,Cycling_Men's_5_mile,1,USA,1,1,1,Bronze,3
1904,Cycling,Cycling_Men's_1/4_mile,1,USA,1,1,1,Bronze,3
1904,Cycling,Cycling_Men's_1/3_mile,1,USA,1,1,1,Bronze,3
1904,Cycling,Cycling_Men's_1_mile,1,USA,1,1,1,Bronze,3
1904,Cycling,Cycling_Men's_1/2_mile,1,USA,1,1,1,Bronze,3
1904,Cycling,Cycling_Men's_2_mile,1,USA,1,1,1,Bronze,3
1904,Cycling,Cycling_Men's_25_mile,1,USA,1,1,1,Bronze,3
1904,Cycling,Cycling_Men's_2_mile,1,USA,1,1,1,Gold,3
1904,Cycling,Cycling_Men's_25_mile,1,USA,1,1,1,Gold,3
1904,Cycling,Cycling_Men's_1/4_mile,1,USA,1,1,1,Gold,3
1904,Cycling,Cycling_Men's_1/3_mile,1,USA,1,1,1,Gold,3
1904,Cycling,Cycling_Men's_1/2_mile,1,USA,1,1,1,Gold,3
1904,Cycling,Cycling_Men's_1_mile,1,USA,1,1,1,Gold,3
1904,Cycling,Cycling_Men's_5_mile,1,USA,1,1,1,Gold,3
1904,Cycling,Cycling_Men's_25_mile,1,USA,1,1,1,Silver,3
1904,Cycling,Cycling_Men's_1/2_mile,1,USA,1,1,1,Silver,3
1904,Cycling,Cycling_Men's_1/4_mile,1,USA,1,1,1,Silver,3
1904,Cycling,Cycling_Men's_1/3_mile,1,USA,1,1,1,Silver,3
1904,Cycling,Cycling_Men's_1_mile,1,USA,1,1,1,Silver,3
1904,Cycling,Cycling_Men's_2_mile,1,USA,1,1,1,Silver,3
1904,Cycling,Cycling_Men's_5_mile,1,USA,1,1,1,Silver,3
1904,Diving,Diving_Men's_Springboard,1,USA,1,0,1,Bronze,2
1904,Diving,Diving_Men's_Springboard,1,USA,1,0,1,Gold,2
1904,Diving,Diving_Men's_Springboard,0,GER,0,1,0,Silver,1
1904,Fencing,"Fencing_Men's_Single_Sticks,_Individual",1,USA,1,1,1,Bronze,3
1904,Fencing,"Fencing_Men's_Foil,_Individual",1,USA,0,1,1,Bronze,2
1904,Fencing,"Fencing_Men's_epee,_Individual",1,USA,0,1,1,Bronze,2
1904,Fencing,"Fencing_Men's_Sabre,_Individual",1,USA,0,1,1,Bronze,2
1904,Fencing,"Fencing_Men's_Foil,_Team",0,CUB,1,0,0,Gold,1
1904,Fencing,"Fencing_Men's_Sabre,_Individual",0,CUB,1,0,0,Gold,1
1904,Fencing,"Fencing_Men's_Foil,_Individual",0,CUB,1,0,0,Gold,1
1904,Fencing,"Fencing_Men's_epee,_Individual",0,CUB,1,0,0,Gold,1
1904,Fencing,"Fencing_Men's_Foil,_Team",1,USA,1,0,0,Gold,1
1904,Fencing,"Fencing_Men's_Single_Sticks,_Individual",1,USA,1,1,1,Gold,3
1904,Fencing,"Fencing_Men's_Foil,_Team",1,USA,0,1,0,Silver,1
1904,Fencing,"Fencing_Men's_Sabre,_Individual",1,USA,0,1,1,Silver,2
1904,Fencing,"Fencing_Men's_Single_Sticks,_Individual",1,USA,1,1,1,Silver,3
1904,Fencing,"Fencing_Men's_epee,_Individual",1,USA,0,1,1,Silver,2
1904,Fencing,"Fencing_Men's_Foil,_Individual",1,USA,0,1,1,Silver,2
1904,Football,Football_Men's_Football,0,USA,0,0,1,Bronze,1
1904,Football,Football_Men's_Football,0,CAN,1,0,0,Gold,1
1904,Football,Football_Men's_Football,0,USA,0,1,0,Silver,1
1904,Golf,Golf_Men's_Individual,1,USA,0,0,1,Bronze,1
1904,Golf,Golf_Men's_Team,1,USA,0,0,1,Bronze,1
1904,Golf,Golf_Men's_Individual,0,CAN,1,0,0,Gold,1
1904,Golf,Golf_Men's_Team,0,USA,1,0,0,Gold,1
1904,Golf,Golf_Men's_Team,0,USA,0,1,0,Silver,1
1904,Golf,Golf_Men's_Individual,1,USA,0,1,0,Silver,1
1904,Gymnastics,Gymnastics_Men's_Team_All_Around,0,USA,0,0,1,Bronze,1
1904,Gymnastics,"Gymnastics_Men's_Individual_All_Around,_Apparatus_Work",0,GER,0,0,1,Bronze,1
1904,Gymnastics,Gymnastics_Men's_Individual_All_Around,0,SUI,0,0,1,Bronze,1
1904,Gymnastics,Gymnastics_Men's_Parallel_Bars,1,USA,1,1,1,Bronze,3
1904,Gymnastics,Gymnastics_Men's_Horizontal_Bar,1,USA,0,0,1,Bronze,1
1904,Gymnastics,"Gymnastics_Men's_Individual_All_Around,_Field_Sports",1,USA,1,1,1,Bronze,3
1904,Gymnastics,"Gymnastics_Men's_Individual_All_Around,_4_Events",1,USA,1,1,1,Bronze,3
1904,Gymnastics,Gymnastics_Men's_Horse_Vault,1,USA,0,0,1,Bronze,1
1904,Gymnastics,Gymnastics_Men's_Side_Horse,1,USA,1,1,1,Bronze,3
1904,Gymnastics,Gymnastics_Men's_Rings,1,USA,1,1,1,Bronze,3
1904,Gymnastics,Gymnastics_Men's_Rope_Climbing,1,USA,1,1,1,Bronze,3
1904,Gymnastics,Gymnastics_Men's_Club_Swinging,1,USA,1,1,1,Bronze,3
1904,Gymnastics,Gymnastics_Men's_Individual_All_Around,0,AUT,1,0,0,Gold,1
1904,Gymnastics,Gymnastics_Men's_Team_All_Around,0,USA,1,0,0,Gold,1
1904,Gymnastics,Gymnastics_Men's_Team_All_Around,0,AUT,1,0,0,Gold,1
1904,Gymnastics,"Gymnastics_Men's_Individual_All_Around,_Apparatus_Work",0,SUI,1,0,0,Gold,1
1904,Gymnastics,"Gymnastics_Men's_Individual_All_Around,_Field_Sports",1,USA,1,1,1,Gold,3
1904,Gymnastics,Gymnastics_Men's_Horse_Vault,1,USA,1,0,0,Gold,1
1904,Gymnastics,Gymnastics_Men's_Parallel_Bars,1,USA,1,1,1,Gold,3
1904,Gymnastics,Gymnastics_Men's_Rope_Climbing,1,USA,1,1,1,Gold,3
1904,Gymnastics,Gymnastics_Men's_Rings,1,USA,1,1,1,Gold,3
1904,Gymnastics,"Gymnastics_Men's_Individual_All_Around,_4_Events",1,USA,1,1,1,Gold,3
1904,Gymnastics,Gymnastics_Men's_Horizontal_Bar,1,USA,1,0,0,Gold,1
1904,Gymnastics,Gymnastics_Men's_Side_Horse,1,USA,1,1,1,Gold,3
1904,Gymnastics,Gymnastics_Men's_Club_Swinging,1,USA,1,1,1,Gold,3
1904,Gymnastics,"Gymnastics_Men's_Individual_All_Around,_Apparatus_Work",0,AUT,0,1,0,Silver,1
1904,Gymnastics,Gymnastics_Men's_Individual_All_Around,0,GER,0,1,0,Silver,1
1904,Gymnastics,Gymnastics_Men's_Team_All_Around,0,USA,0,1,0,Silver,1
1904,Gymnastics,"Gymnastics_Men's_Individual_All_Around,_4_Events",1,USA,1,1,1,Silver,3
1904,Gymnastics,Gymnastics_Men's_Side_Horse,1,USA,1,1,1,Silver,3
1904,Gymnastics,"Gymnastics_Men's_Individual_All_Around,_Field_Sports",1,USA,1,1,1,Silver,3
1904,Gymnastics,Gymnastics_Men's_Parallel_Bars,1,USA,1,1,1,Silver,3
1904,Gymnastics,Gymnastics_Men's_Rope_Climbing,1,USA,1,1,1,Silver,3
1904,Gymnastics,Gymnastics_Men's_Rings,1,USA,1,1,1,Silver,3
1904,Gymnastics,Gymnastics_Men's_Club_Swinging,1,USA,1,1,1,Silver,3
1904,Lacrosse,Lacrosse_Men's_Lacrosse,0,CAN,0,0,1,Bronze,1
1904,Lacrosse,Lacrosse_Men's_Lacrosse,0,CAN,1,0,0,Gold,1
1904,Lacrosse,Lacrosse_Men's_Lacrosse,0,USA,0,1,0,Silver,1
1904,Roque,Roque_Men's_Singles,1,USA,1,1,1,Bronze,3
1904,Roque,Roque_Men's_Singles,1,USA,1,1,1,Gold,3
1904,Roque,Roque_Men's_Singles,1,USA,1,1,1,Silver,3
1904,Rowing,Rowing_Men's_Double_Sculls,0,USA,0,0,1,Bronze,1
1904,Rowing,Rowing_Men's_Single_Sculls,1,USA,1,1,1,Bronze,3
1904,Rowing,Rowing_Men's_Coxless_Pairs,0,USA,0,0,1,Bronze,1
1904,Rowing,Rowing_Men's_Coxless_Fours,0,USA,0,0,1,Bronze,1
1904,Rowing,Rowing_Men's_Double_Sculls,0,USA,1,0,0,Gold,1
1904,Rowing,Rowing_Men's_Coxless_Fours,0,USA,1,0,0,Gold,1
1904,Rowing,Rowing_Men's_Coxless_Pairs,0,USA,1,0,0,Gold,1
1904,Rowing,Rowing_Men's_Single_Sculls,1,USA,1,1,1,Gold,3
1904,Rowing,Rowing_Men's_Coxed_Eights,0,USA,1,0,0,Gold,1
1904,Rowing,Rowing_Men's_Coxless_Pairs,0,USA,0,1,0,Silver,1
1904,Rowing,Rowing_Men's_Coxless_Fours,0,USA,0,1,0,Silver,1
1904,Rowing,Rowing_Men's_Double_Sculls,0,USA,0,1,0,Silver,1
1904,Rowing,Rowing_Men's_Coxed_Eights,0,CAN,0,1,0,Silver,1
1904,Rowing,Rowing_Men's_Single_Sculls,1,USA,1,1,1,Silver,3
1904,Swimming,Swimming_Men's_One_Mile_Freestyle,0,AUS,0,0,1,Bronze,1
1904,Swimming,Swimming_Men's_440_yard_Freestyle,0,AUT,0,0,1,Bronze,1
